1 22 32 41 36 27 157 18 29 25 11 33 28
2 22 28 27 21 23 186 20 33 22 28 34 27
3 22 37 43 42 29 184 24 33 34 32 34 27
4 22 32 35 28 33 134 20 1 38 10 33 27
5 22 30 27 22 29 105 19 37 16 21 33 27
6 22 33 29 21 40 342 20 1 35 4 33 27
7 22 29 20 29 17 124 24 38 28 34 34 27
8 22 41 51 42 35 238 27 34 31 47 34 27
9 22 31 35 30 29 258 21 23 21 12 33 27
10 22 34 38 40 26 99 18 27 20 26 34 27
11 22 38 48 35 30 245 23 23 36 34 34 27
12 22 28 17 20 31 38 21 26 28 1 33 27
13 22 28 23 15 34 170 23 30 27 6 34 28
14 22 25 32 34 28 151 20 31 21 1 33 28
15 22 31 37 33 28 138 25 27 28 23 33 27
16 22 34 38 34 35 7 22 21 26 8 33 27
17 22 29 22 14 36 98 22 24 28 2 33 27
18 22 25 13 24 21 123 25 18 29 12 33 27
19 22 30 18 30 17 145 27 33 25 47 34 27
20 22 35 41 28 35 158 20 33 26 23 33 27
21 22 31 31 38 17 131 21 33 24 26 33 27
22 22 36 28 20 33 119 20 23 25 30 34 27
23 22 33 37 37 27 151 29 32 22 39 34 27
24 22 33 31 35 27 89 24 26 27 30 34 27
25 22 30 30 22 36 192 22 23 24 1 33 27
26 22 36 43 32 26 153 28 18 26 34 34 27
27 22 33 22 26 21 161 26 1 37 30 34 27
28 22 35 50 36 36 162 22 30 19 1 33 27
29 22 30 22 28 22 1 24 24 21 37 33 27
30 22 37 39 39 25 141 22 1 29 27 33 27
31 22 32 36 26 30 195 24 1 25 26 33 27
32 22 36 32 19 30 296 20 36 28 30 34 27
33 22 39 42 22 39 289 23 25 28 13 33 27
34 22 32 23 13 27 281 26 23 30 16 33 27
35 22 29 19 18 27 157 20 21 28 17 33 27
36 22 31 38 23 32 162 23 25 26 1 33 27
37 22 37 36 25 29 145 25 35 29 29 34 27
38 22 37 40 25 38 124 27 25 32 28 34 27
39 22 30 24 20 32 196 21 26 22 16 33 27
40 22 31 33 18 34 94 19 20 30 7 33 27
41 22 29 27 33 21 142 22 32 31 30 34 27
42 22 35 35 23 27 89 23 24 22 35 34 27
43 22 30 36 23 32 158 18 24 24 3 33 27
44 22 25 17 15 32 36 20 19 23 1 33 27
45 22 32 28 25 26 126 21 25 30 25 33 27
46 22 29 20 28 14 146 22 25 23 31 34 27
47 22 31 19 19 32 124 25 53 18 10 33 27
48 22 28 18 28 25 256 16 16 27 2 33 27
49 22 36 36 29 30 171 21 18 24 25 33 27
50 22 26 21 25 26 50 25 26 25 6 33 27
51 22 34 30 27 40 249 23 28 26 26 33 27
52 22 29 24 17 31 95 15 18 28 1 33 27
53 22 37 30 19 39 40 23 14 21 28 34 27
54 22 28 18 25 19 151 27 26 31 10 33 27
55 22 31 30 21 30 135 22 19 28 14 33 27
56 22 28 30 32 27 202 20 23 33 17 33 27
57 22 32 34 21 40 11 19 27 24 7 33 27
58 22 33 35 38 21 112 22 33 21 37 34 27
59 22 37 36 20 27 156 21 29 26 28 33 27
60 22 26 17 27 19 348 26 35 24 21 33 28
61 22 27 19 22 27 449 24 28 19 24 33 27
62 22 34 36 28 38 89 20 50 26 9 33 27
