Digitizer
ch.0:  TRUE 	 ch.1:  FALSE 	 DC offset 0: 0 	 DC offset 1: 0 	 act ch:  0 	trig mode:  FALSE 	 rise time:  8 	 trig mean:  8 	 trig thr 0:  30 	 trig thr 1:  10 	gate mode:  FALSE 	 gate width:  3000 	 pre gate:  352 	 holdoff:  3000 	bsln mean:  16 	 bsln thr:  8 	 noflattime:  3008 	GPO:  2 	 coinc:  FALSE 	 coinc time:  0 
PSAU
ch.0:  TRUE 	 ch.1:  FALSE 	 Vset 0:  54.720001 	 Vset 1:  71.000000 	 Gain0:  32 	 Gain1:  32 	 comp0:  FALSE 	 comp1:  FALSE 	 thr0:  -15.000000 	 thr1:  -15.000000 	 width0:  110 	 width1:  110 	 DOUT0:  TRUE 	 DOUT1:  FALSE 	 outputlevel:  NIM 	 coinc:  FALSE 	 coinc time:  20 

Vmon 0:  54.490002 	 Vmon 1:  0.000000 	 Temp 0:  23.900000 	 Temp 1:  21.000000 	 Temp board:  29.700001 
day&time: 02gen02010354

4.000	282425.000
5.000	138420.000
6.000	54695.000
7.000	21665.000
8.000	8265.000
9.000	4405.000
10.000	3255.000
11.000	2755.000
12.000	2535.000
13.000	2475.000
14.000	2225.000
15.000	2345.000
16.000	2370.000
17.000	2195.000
18.000	1915.000
19.000	1990.000
20.000	2120.000
21.000	1795.000
22.000	2075.000
23.000	2140.000
24.000	1890.000
25.000	1960.000
26.000	1960.000
27.000	1770.000
28.000	1815.000
29.000	1735.000
30.000	1625.000
31.000	1625.000
32.000	1470.000
33.000	1745.000
34.000	1690.000
35.000	1415.000
36.000	1745.000
37.000	1665.000
38.000	1480.000
39.000	1460.000
40.000	1480.000
41.000	1635.000
42.000	1745.000
43.000	1685.000
44.000	1515.000
45.000	1440.000
46.000	1400.000
47.000	1390.000
48.000	1750.000
49.000	1415.000
50.000	1515.000
51.000	1435.000
52.000	1440.000
53.000	1590.000
54.000	1510.000
55.000	1485.000
56.000	1360.000
57.000	1355.000
58.000	1420.000
59.000	1410.000
60.000	1395.000
61.000	1230.000
62.000	1405.000
63.000	1370.000
64.000	1340.000
65.000	1275.000
66.000	1240.000
67.000	1340.000
68.000	1170.000
69.000	1205.000
70.000	1260.000
71.000	1270.000
72.000	1125.000
73.000	1120.000
74.000	1060.000
75.000	1170.000
76.000	1155.000
77.000	1170.000
78.000	1170.000
79.000	1395.000
80.000	1130.000
81.000	1030.000
82.000	1005.000
83.000	1010.000
84.000	1020.000
85.000	1115.000
86.000	1030.000
87.000	985.000
88.000	1120.000
89.000	1070.000
90.000	1075.000
91.000	940.000
92.000	1100.000
93.000	870.000
94.000	1045.000
95.000	1150.000
96.000	955.000
97.000	805.000
98.000	920.000
99.000	985.000
100.000	955.000
101.000	1025.000
102.000	1000.000
103.000	900.000
104.000	810.000
105.000	920.000
106.000	960.000
107.000	985.000
108.000	850.000
109.000	815.000
110.000	865.000
111.000	775.000
112.000	860.000
113.000	900.000
114.000	920.000
115.000	820.000
116.000	820.000
117.000	890.000
118.000	875.000
119.000	735.000
120.000	770.000
121.000	750.000
122.000	795.000
123.000	870.000
124.000	785.000
125.000	850.000
126.000	745.000
127.000	635.000
128.000	960.000
129.000	695.000
130.000	845.000
131.000	785.000
132.000	580.000
133.000	705.000
134.000	755.000
135.000	660.000
136.000	730.000
137.000	640.000
138.000	705.000
139.000	840.000
140.000	695.000
141.000	640.000
142.000	625.000
143.000	735.000
144.000	610.000
145.000	620.000
146.000	605.000
147.000	630.000
148.000	685.000
149.000	550.000
150.000	600.000
151.000	640.000
152.000	755.000
153.000	570.000
154.000	655.000
155.000	605.000
156.000	625.000
157.000	595.000
158.000	660.000
159.000	525.000
160.000	590.000
161.000	615.000
162.000	550.000
163.000	570.000
164.000	575.000
165.000	690.000
166.000	595.000
167.000	590.000
168.000	580.000
169.000	580.000
170.000	515.000
171.000	610.000
172.000	660.000
173.000	460.000
174.000	665.000
175.000	535.000
176.000	605.000
177.000	615.000
178.000	455.000
179.000	520.000
180.000	610.000
