1 22 128 34 8 35 51 19 30 31 53 34 28
2 22 182 30 39 18 1 22 26 27 158 34 28
3 22 128 24 22 37 1 20 25 27 143 34 28
4 22 78 28 32 25 1 22 33 30 70 34 28
5 22 180 43 43 23 1 29 39 28 65 34 28
6 22 145 20 28 24 1 26 30 24 51 34 28
7 22 85 31 41 27 1 28 25 24 60 34 28
8 22 138 29 7 38 1 24 25 34 68 34 28
9 22 137 32 25 22 31 21 28 29 175 34 28
10 22 107 31 27 24 53 18 15 29 97 34 28
11 22 119 38 23 35 9 21 26 31 66 34 28
12 22 134 25 21 34 1 18 27 24 87 34 28
13 22 67 12 12 29 1 20 19 28 88 34 28
14 22 109 20 17 28 1 19 30 27 74 34 28
15 21 1 28 31 29 1 25 23 23 125 34 27
16 22 292 22 31 16 1 24 26 745 93 34 28
17 22 192 30 14 38 30 24 19 26 63 34 28
18 22 130 32 31 25 1 24 48 23 78 34 28
19 22 183 30 25 31 55 28 34 31 91 34 28
20 22 176 40 27 37 1 23 35 30 94 34 28
21 22 85 29 22 27 35 23 45 22 98 34 28
22 22 138 34 20 29 67 32 25 25 73 34 28
23 22 298 38 31 33 1 23 33 28 96 34 28
24 22 98 26 27 21 44 23 26 31 79 34 28
25 22 87 20 17 26 49 18 26 27 53 34 28
26 22 186 24 29 28 44 23 34 30 79 34 28
27 22 267 38 28 34 1 28 22 21 152 34 28
28 22 121 35 24 31 88 23 37 25 56 34 28
29 22 119 38 35 34 51 16 25 33 57 34 28
30 22 25 17 36 15 1 23 23 28 55 34 28
31 22 121 35 14 34 15 24 27 30 44 34 28
32 22 96 23 22 26 16 22 28 28 58 34 28
33 22 155 32 29 27 76 22 19 23 108 34 28
34 22 11 23 25 30 83 21 18 32 40 34 28
35 22 90 26 14 31 194 31 19 23 57 34 28
36 22 131 42 29 28 57 24 33 32 98 34 28
37 22 112 33 43 23 1 26 27 25 63 34 28
38 22 80 23 25 29 1 23 34 31 59 34 28
39 22 141 21 19 28 2 22 27 29 49 34 28
40 22 152 47 32 40 30 24 28 30 82 34 28
41 22 102 39 27 38 38 21 25 31 65 34 28
42 22 111 37 35 32 1 25 34 33 71 34 28
43 22 116 22 8 33 1 20 23 26 67 34 28
44 22 182 15 21 24 1 28 20 25 80 34 28
45 21 1 18 35 20 1 21 20 23 74 34 27
46 22 181 31 18 35 76 19 24 29 61 34 28
47 22 87 32 29 36 52 16 29 21 77 34 28
48 22 141 20 11 30 20 16 28 25 62 34 28
49 22 111 36 28 29 49 33 22 30 70 34 28
50 22 70 27 27 41 3 17 27 31 73 34 28
51 22 221 28 31 28 13 20 33 30 136 34 28
52 22 81 31 28 38 1 17 35 22 65 34 28
53 22 137 45 32 41 62 19 28 24 66 34 28
54 22 80 27 31 27 55 23 37 22 134 34 28
55 22 33 29 31 33 54 23 37 20 60 34 28
56 22 95 49 49 31 1 26 34 27 72 34 28
57 22 117 42 29 40 24 20 27 27 57 34 28
58 22 2004 18 7 29 55 22 39 24 300 34 28
59 22 58 31 37 30 39 22 32 28 86 34 28
60 22 109 37 39 26 52 20 23 29 79 34 28
61 22 139 37 19 34 4 20 28 27 129 34 28
62 22 338 34 8 40 1 24 27 28 127 34 28
63 22 162 45 44 30 37 23 34 24 116 34 28
64 22 186 46 21 30 80 27 21 28 136 34 28
65 22 163 31 29 30 54 26 27 25 81 34 28
66 22 161 41 30 38 1 22 28 28 106 34 28
67 22 122 33 29 27 32 20 21 30 133 34 28
68 22 226 27 28 29 21 24 27 22 330 34 28
