# Angolo(deg)	Rate_Pulito(Hz)
-32	0.258558	0.00150154
-30	0.253333	-0.00372357
-28	0.326667	0.0696098
-26	0.31	0.0529431
-24	0.526667	0.26961
-22	1.34333	1.08628
-20	3.14167	2.88461
-18	5.75556	5.4985
-14	13.4083	13.1513
-10	21.875	21.6179
-5	34.65	34.3929
0	43.85	43.5929
5	39.45	39.1929
10	29.1167	28.8596
14	18.85	18.5929
18	9.87222	9.61517
20	6.51667	6.25961
22	3.42	3.16294
24	1.535	1.27794
26	0.608333	0.351276
28	0.306667	0.0496098
30	0.253333	-0.00372357
32	0.26	0.0029431
