1 23 28 37 133 28 58 27 32 25 88 36 29
2 23 32 29 135 41 4 117 253 35 88 36 29
3 23 23 16 106 28 5 20 27 23 79 36 29
4 23 34 33 126 28 52 24 26 36 70 36 29
5 23 37 38 181 36 55 23 24 31 77 36 29
6 23 1 20 188 24 1 23 31 27 237 35 29
7 23 47 38 181 39 88 22 29 29 118 36 29
8 23 58 27 207 29 17 20 16 31 73 36 29
9 23 16 39 140 25 92 25 31 43 73 36 29
10 23 43 33 357 37 60 30 1 30 46 36 29
11 23 30 36 139 23 94 23 30 29 76 36 29
12 23 37 46 97 34 101 20 31 27 87 36 29
13 23 36 27 158 23 44 27 23 28 68 36 29
14 23 30 35 122 31 89 23 31 26 85 36 29
15 23 1 12 199 16 16 26 33 28 56 36 29
16 23 40 25 87 37 1 24 32 20 57 36 29
17 23 49 30 115 27 81 20 25 33 142 36 29
18 23 43 35 407 38 16 26 30 33 74 36 29
19 23 38 41 157 29 2 27 40 26 89 36 29
20 23 48 31 117 29 34 22 27 24 73 36 29
21 23 33 22 118 23 1 24 36 33 81 36 29
22 23 35 37 88 34 42 32 25 30 63 36 29
23 23 39 42 538 39 1 27 30 23 48 36 29
24 23 46 32 427 27 14 27 30 40 66 36 29
25 23 66 43 170 43 80 24 20 28 56 36 29
26 23 21 27 369 29 38 22 28 26 93 36 29
27 23 65 26 83 35 32 24 25 27 96 36 29
28 23 40 42 193 36 85 27 30 24 58 36 29
29 23 23 36 149 25 55 27 36 28 71 36 29
30 23 52 36 218 40 1 23 27 27 57 36 29
31 23 24 31 97 27 61 29 23 35 69 36 29
32 23 37 36 177 33 52 23 19 32 54 36 29
33 23 15 27 226 41 15 24 27 27 41 36 29
34 23 24 24 177 29 29 22 15 28 40 36 29
35 23 27 26 81 41 1 21 19 28 57 36 29
36 23 39 31 160 32 47 25 20 33 132 36 29
37 23 60 33 90 23 34 28 33 28 86 36 29
38 23 66 32 55 45 1 27 26 23 62 36 29
39 23 39 35 90 33 109 22 26 25 80 36 29
40 23 44 48 260 31 74 21 24 28 64 36 29
41 23 1 20 88 32 58 28 29 37 90 36 29
42 23 47 38 135 36 1 21 28 24 60 36 29
43 23 16 27 177 22 4 24 29 36 120 36 29
44 23 38 24 159 22 1 31 36 32 115 36 29
45 23 18 34 119 29 90 24 31 34 53 36 29
46 23 26 32 152 36 6 22 28 28 60 36 29
47 23 38 43 150 35 1 23 32 32 63 36 29
48 23 1 29 111 28 1 19 26 17 58 35 29
49 23 39 36 181 38 1 23 27 23 35 36 29
50 23 1 25 300 25 89 20 38 21 86 36 29
51 23 68 42 164 31 46 23 31 21 104 36 29
52 23 1 37 117 24 1 26 32 39 56 35 29
53 23 29 33 257 25 18 26 41 29 77 36 29
54 23 23 37 109 23 47 24 30 34 74 36 29
55 23 77 49 300 33 82 25 22 25 61 36 29
56 23 48 25 94 29 12 26 23 29 76 36 29
57 23 35 17 142 27 8 27 4 27 69 36 29
58 23 53 46 113 39 1 21 27 26 54 36 29
59 23 15 16 136 30 7 22 29 27 37 36 29
60 23 41 36 632 21 17 30 35 27 141 36 29
61 23 4 21 162 23 21 25 28 32 54 36 29
62 23 33 35 125 20 19 25 39 35 77 36 29
63 23 1 25 178 27 69 24 18 27 61 35 29
64 23 21 26 245 24 15 27 26 24 64 36 29
65 23 35 27 117 38 11 23 22 20 52 36 29
66 23 9 17 111 23 3 24 41 31 130 36 29
67 23 50 35 130 27 1 29 34 36 74 36 29
68 23 20 34 197 30 27 30 28 29 116 36 29
69 23 51 17 162 31 36 22 19 29 33 36 29
70 23 25 34 192 38 45 24 28 24 54 36 29
71 23 17 21 358 29 49 19 22 31 112 36 29
72 23 42 32 108 40 73 27 27 33 41 36 29
73 22 1 28 114 26 1 19 30 26 79 35 29
74 23 1 26 429 35 1 23 28 28 127 36 29
75 23 60 37 109 37 65 25 22 21 207 36 29
76 23 44 20 120 33 1 20 29 19 30 36 29
77 23 42 38 120 38 55 23 18 22 67 36 29
78 23 82 28 131 31 1 24 34 25 54 36 29
79 23 30 34 97 42 1 20 21 28 47 35 29
80 23 25 27 122 21 22 25 32 25 63 35 29
81 23 1 33 110 33 102 19 28 32 58 36 29
82 23 31 25 105 36 1 27 23 27 59 35 29
83 23 29 33 113 37 46 26 26 30 127 36 29
84 23 39 40 1550 33 115 24 1 38 148 36 29
85 23 50 39 190 39 61 25 21 30 45 36 29
86 23 15 27 200 30 1 23 27 32 63 36 29
87 23 37 44 79 36 62 20 30 24 84 36 29
88 23 50 45 142 36 77 22 1 37 58 35 29
89 23 1 20 213 23 1 24 26 32 56 36 29
90 23 65 38 138 39 64 23 35 26 107 36 29
91 23 17 34 110 22 21 22 26 30 65 36 29
92 23 14 32 114 37 91 23 22 40 55 36 29
93 23 29 41 141 32 15 24 21 32 46 36 29
94 23 14 34 100 31 1 28 27 33 57 36 29
95 23 1 17 110 37 1 23 19 24 31 35 29
96 23 1 30 120 26 1 26 32 29 66 35 29
97 23 56 42 121 28 38 22 30 25 67 36 29
98 23 51 34 454 24 99 25 31 31 116 36 29
